"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q43_First.Click","Q43_Last.Click","Q43_Page.Submit","Q43_Click.Count","Q60_First.Click","Q60_Last.Click","Q60_Page.Submit","Q60_Click.Count","Q83_First.Click","Q83_Last.Click","Q83_Page.Submit","Q83_Click.Count","sex","age","race","educ","employ","income","politic1","politic2_1","Vax1_Vax1_1","Vax1_Vax1_2","Vax1_Vax1_3","Vax1_Vax1_4","Vax1_Vax1_5","Vax1_Vax1_6","Vax1_Vax1_check","Vax1_Vax1_33","Vax1_Vax1_34","Vax1_Vax1_35","Vax1_Vax1_36","Euth1_Euthanasia_1","Euth1_Euthanasia_2","Euth1_Euthanasia_3","Euth1_Euthanasia_4","Euth1_Euthanasia_5","Euth1_Euthanasia_check","Consq_Consequ2R_1","Consq_Consequ2R_2","Consq_Consequ2R_3","Consq_Consequ2R_4","Consq_Consequ2R_5","Consq_Consequ2R_check","Abortion_Abortion2R_1","Abortion_Abortion2R_2","Abortion_Abortion2R_3","Abortion_Abortion2R_4","Abortion_Abortion2R_5","Abortion_Abortion2R_check","SC0","SC1","SC2","SC3","SC4","workerId","assignmentId","hitId","study_time","payment","eligible"
"543","2018-03-21 13:22:30","2018-03-21 13:33:31","0","fcaf451de09c0d57","100","661","1","2018-03-21 13:33:32","R_2PdiQ7b2VV9Y1Be","","","","","33.870407104492","-80.460403442383","anonymous","EN","0","0","18.998","0","0","0","17.886","0","0","0","65.293","0","2","64","3","3","1","4","3","32","2","6","6","1","5","3","5","6","1","6","1","5","6","6","5","6","3","6","6","6","6","6","2","5","3","5","5","1","3","28","3","20","21","20","600fe906918733f1","3OLF68YTN918PDNEPN4CYKA2OJ5AFE","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","false"
"544","2018-03-21 13:30:28","2018-03-21 13:33:31","0","e9d500f1efaefa2f","100","182","1","2018-03-21 13:33:32","R_242AoKNP63tGdxa","","","","","32.954605102539","-97.014999389648","anonymous","EN","0","0","4.164","0","0","0","7.009","0","0","0","10.986","0","2","42","1","4","2","5","2","26","2","5","5","2","5","1","5","5","2","5","2","3","5","5","3","3","4","3","5","2","5","2","2","5","3","3","5","1","3","25","4","11","19","17","af1e94d771f4d0f1","39JEC7537U1LEP629G57M13CCHGCVA","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"545","2018-03-21 13:29:42","2018-03-21 13:33:48","0","dd2b16c643fec506","100","246","1","2018-03-21 13:33:49","R_2YbSa1zcDTt1B0w","","","","","43.798202514648","-91.128601074219","anonymous","EN","0","0","5.409","0","0","0","10.376","0","0","0","10.955","0","2","50","1","2","2","4","1","81","1","6","6","1","6","1","5","6","2","6","1","5","3","6","3","5","4","5","5","3","4","3","2","6","6","6","1","1","3","30","4","16","30","24","5f72881922b74b95","3YOH7BII0973XNIQ1TM5AKGKHPOVK3","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"546","2018-03-21 13:30:34","2018-03-21 13:34:03","0","cb504f6704d77036","100","209","1","2018-03-21 13:34:03","R_1lodDTZVsr1tLmc","","","","","43.087997436523","-87.976402282715","anonymous","EN","0","0","3.85","0","0","0","6.116","0","0","0","7.638","0","1","36","1","6","1","3","1","88","5","3","1","4","3","5","5","1","5","2","5","6","1","5","1","6","4","4","2","5","2","3","2","1","1","1","6","5","3","12","4","22","6","29","0aca09851b71d6d1","3L2IS5HSFAI4SEETTG4G6QV5XDENU5","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"547","2018-03-21 13:30:51","2018-03-21 13:34:10","0","020a9ae78f8d79b7","100","198","1","2018-03-21 13:34:10","R_12EE7E1SAwwwXjo","","","","","33.748992919922","-84.388000488281","anonymous","EN","5.335","5.335","6.119","1","0","0","8.173","0","0","0","12.567","0","2","46","1","3","4","4","2","1","1","6","6","1","6","1","5","6","1","6","1","6","1","6","1","6","4","5","5","5","1","5","2","1","1","1","6","1","3","30","4","23","10","30","0b199b59a4a602b5","333U7HK6I9FMSMCMSNMZ3JA02ULDJQ","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"548","2018-03-21 13:31:48","2018-03-21 13:34:12","0","d0329993d87cbdfb","100","144","1","2018-03-21 13:34:13","R_Qgh2P7jmIcaWueR","","","","","44.480606079102","-72.717697143555","anonymous","EN","0","0","5.942","0","0","0","6.198","0","0","0","10.464","0","1","35","1","4","1","4","1","76","1","6","6","1","6","1","5","6","1","6","1","4","2","6","2","4","4","6","6","4","5","4","2","4","2","2","5","3","3","30","4","17","14","24","03a3199a59a4fd24","3GU1KF0O4I1PZ0H0940D5P8C87EPBS","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"549","2018-03-21 13:30:08","2018-03-21 13:34:49","0","8097a47e297bac18","100","281","1","2018-03-21 13:34:49","R_1FlUkFvsZxBgVfM","","","","","42.079605102539","-71.038200378418","anonymous","EN","0","0","4.905","0","0","0","7.622","0","0","0","11.668","0","2","42","1","3","2","5","2","19","3","5","6","2","4","4","5","6","2","6","1","5","3","5","4","5","4","4","5","3","4","4","2","3","1","3","6","5","3","24","4","16","10","22","a9ddb35f1402e57d","3A4TN5196KIGWOBI4RO370C3425CHK","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"550","2018-03-21 13:31:31","2018-03-21 13:35:12","0","504b144c6c025c98","100","220","1","2018-03-21 13:35:13","R_ysYcBWtYNNU2dQ5","","","","","41.467498779297","-73.240600585938","anonymous","EN","0","0","4.014","0","2.746","5.444","6.078","2","3.896","5.366","8.566","2","2","38","1","6","1","6","2","17","1","6","6","1","5","1","5","6","6","6","1","6","1","6","1","6","4","3","4","2","4","3","2","1","1","1","6","6","3","29","4","14","5","30","c3f206de7bc4dacd","30JNVC0OR9KKQPL199PYR51K8H6QH3","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"551","2018-03-21 13:25:26","2018-03-21 13:35:14","0","3eb33c7f661e39a6","100","588","1","2018-03-21 13:35:15","R_2E6S8g5Ssmtf6yl","","","","","39.935897827148","-75.153396606445","anonymous","EN","0","0","6.078","0","0","0","11.662","0","5.086","5.086","7.276","1","2","31","1","6","3","6","2","0","1","6","6","1","5","1","5","6","1","6","1","6","1","6","1","6","4","4","4","4","3","4","2","1","1","1","6","6","3","29","4","19","5","30","a1cc257d84151db6","3AMYWKA6YBM18OO4YD6Q59HUK176O7","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"552","2018-03-21 13:32:25","2018-03-21 13:35:24","0","7eeb37e018441271","100","178","1","2018-03-21 13:35:24","R_8eJquQErjCkXJMB","","","","","28.272201538086","-82.33219909668","anonymous","EN","0","0","4.792","0","0","0","7.146","0","0","0","11.782","0","1","24","1","2","1","1","2","26","6","4","5","4","5","1","5","4","3","5","1","6","1","5","1","6","4","5","3","5","3","5","2","2","2","2","6","5","3","18","4","23","9","29","c00b8c3df38100e1","3TK8OJTYM1L48EF6ELRD612JBZJPVN","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"553","2018-03-21 13:29:05","2018-03-21 13:35:29","0","b088df4c5a6625e4","100","384","1","2018-03-21 13:35:29","R_2YxkpA7fQ7h3NDP","","","","","33.874801635742","-118.24060058594","anonymous","EN","0","0","6.173","0","2.097","2.392","8.789","2","0","0","22.397","0","1","38","1","4","1","6","1","99","1","6","6","1","6","1","5","6","1","6","1","2","5","5","1","2","4","6","4","4","2","6","2","4","1","2","6","5","3","30","4","24","10","17","ce8deb0f29676265","3F6KKYWMNB1IBC377LERWQRHBDFDNH","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"554","2018-03-21 13:33:14","2018-03-21 13:35:32","0","6536aaea80ae4524","100","138","1","2018-03-21 13:35:32","R_ub0clEiQ8kSrkt3","","","","","40.595306396484","-74.617301940918","anonymous","EN","0","0","3.761","0","0","0","13.73","0","5.826","5.826","6.119","1","2","32","1","6","2","4","1","63","1","5","6","1","3","1","5","6","1","5","1","5","2","6","4","5","4","4","2","1","2","3","2","5","2","4","2","2","3","26","4","18","21","24","8819223f51e994fb","3QY5DC2MXRKS4M1CVSL3YLMWVNZUFE","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"555","2018-03-21 13:31:16","2018-03-21 13:35:38","0","07b117b8a028d583","100","261","1","2018-03-21 13:35:38","R_3Do4uFkZLuHJ41R","","","","","39.121002197266","-84.328300476074","anonymous","EN","0","0","5.398","0","0","0","11.04","0","0","0","14.336","0","1","74","1","3","1","5","1","82","2","4","5","3","4","2","5","5","3","5","2","4","3","4","3","4","5","4","4","4","3","4","2","4","4","4","2","3","2","22","2","19","21","20","a9be9f1fcb0e10ab","30X31N5D63QHTIS0V74B5JTHDA1AS1","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","false"
"556","2018-03-21 13:30:27","2018-03-21 13:35:56","0","1984e1f28c488c21","100","328","1","2018-03-21 13:35:56","R_PXPHYLk0mfrwYtr","","","","","25.555099487305","-80.347198486328","anonymous","EN","0","0","7.511","0","0","0","10.365","0","0","0","16.336","0","1","34","1","2","3","5","11","48","2","5","5","2","4","2","5","5","2","5","2","6","3","5","3","4","4","4","5","4","4","3","2","3","2","3","4","3","3","24","4","16","15","23","a3ba117f9cc45d96","3S06PH7KSR4FX5WI2YGTZJEE8DLD1M","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"557","2018-03-21 13:33:26","2018-03-21 13:36:24","0","9e7584eaa8684f7c","100","177","1","2018-03-21 13:36:24","R_3kdLdoWlF6217Yb","","","","","36.657806396484","-94.431900024414","anonymous","EN","0","0","4.584","0","0","0","8.678","0","0","0","15.18","0","1","33","1","4","1","3","1","66","1","6","6","1","5","2","5","6","2","5","1","4","3","4","3","4","4","5","5","3","5","4","2","4","4","4","3","3","3","29","4","16","20","20","b52db7ee9f2a1fb4","384PI804XS1LS5UI357IGDH44OPS0S","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"558","2018-03-21 13:32:05","2018-03-21 13:36:45","0","74180c06fe96e238","100","280","1","2018-03-21 13:36:46","R_2VwiVZovJplu8yW","","","","","27.937896728516","-82.236396789551","anonymous","EN","0","0","5.316","0","0","0","8.17","0","0","0","29.34","0","2","67","1","3","2","5","2","0","2","5","5","1","4","1","5","5","3","6","1","6","1","4","4","6","4","4","2","2","6","2","2","1","1","2","6","6","3","25","4","14","6","25","c8949b5e07c73910","36U2A8VAG1ZK1HDV649PHJKEZ7RYKI","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"559","2018-03-21 13:32:17","2018-03-21 13:36:54","0","0f0dc7e1c710c58f","100","276","1","2018-03-21 13:36:54","R_3F4nlt05MWNbooj","","","","","34.775695800781","-82.377700805664","anonymous","EN","0","0","5.864","0","0","0","15.422","0","0","0","16.864","0","1","35","3","4","1","1","2","7","5","5","5","5","5","4","5","5","4","4","3","4","3","5","4","4","4","4","4","5","4","2","2","5","3","5","5","4","3","19","4","17","18","20","fe34b24ec6b03498","3NG53N1RLVJ6X2JT6SG3ENIB02U8PF","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"560","2018-03-21 13:31:38","2018-03-21 13:37:06","0","2632385e2ed9fb2c","100","327","1","2018-03-21 13:37:06","R_1KrsFJ5ARB2wCYW","","","","","36.811294555664","-76.368698120117","anonymous","EN","0","0","6.855","0","0","0","8.053","0","0","0","18.516","0","2","29","5","6","2","4","10","50","1","6","6","1","6","1","5","6","1","6","1","6","1","1","1","3","4","5","5","5","4","3","2","3","1","3","6","3","3","30","4","18","12","22","23351804df80392b","3VA45EW49NN612N7S7U9ADQDCRSO1U","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"561","2018-03-21 13:33:36","2018-03-21 13:37:44","0","a8b3885db7128eba","100","247","1","2018-03-21 13:37:45","R_a5K4LlHc8raZ4ZP","","","","","36.339996337891","-79.628799438477","anonymous","EN","0","0","5.953","0","0","0","6.935","0","0","0","9.903","0","2","30","1","3","2","2","2","17","3","4","5","3","2","3","5","5","6","5","1","4","2","4","2","4","4","3","4","4","3","3","2","5","4","4","5","3","3","19","4","17","19","22","a34f5d75c901354d","3NPFYT4IZC4QZQR2BH280DLCQJBGXK","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"562","2018-03-21 13:35:01","2018-03-21 13:37:58","0","8bbea1480cfb6f4c","100","176","1","2018-03-21 13:37:58","R_10CRsDuIMbwvGW8","","","","","42.407196044922","-76.515899658203","anonymous","EN","0","0","8.622","0","25.67","25.67","28.484","1","0","0","6.399","0","1","30","1","4","3","1","9","0","5","6","6","1","4","1","5","6","2","6","1","6","1","6","1","6","4","5","5","2","3","3","2","1","1","1","6","6","3","24","4","16","5","30","97d3491547a2459a","3W92K5RLWUH0F4XNU6IZ8VX2K0V5VW","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"563","2018-03-21 13:33:04","2018-03-21 13:38:16","0","bdf417706e82ebf9","100","312","1","2018-03-21 13:38:17","R_3oUbGXCEIVpf88y","","","","","33.717102050781","-84.328796386719","anonymous","EN","0","0","6.615","0","0","0","8.612","0","0","0","13.647","0","2","36","1","4","1","4","2","8","1","6","6","1","6","1","5","1","1","6","1","6","1","6","1","6","4","6","2","4","4","5","2","1","1","1","5","6","3","30","4","23","6","30","a84ea026a902edff","3WAKVUDHUWGFPTM6D9NRAT9FXZGU7A","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"564","2018-03-21 13:30:17","2018-03-21 13:38:24","0","0f30021566fa43c1","100","486","1","2018-03-21 13:38:25","R_25ZraPRQsITaqNQ","","","","","37.249496459961","-121.73280334473","anonymous","EN","0","0","3.922","0","8.065","8.065","9.25","1","0","0","9.032","0","1","34","4","4","1","6","9","19","2","3","5","1","2","1","5","4","2","4","1","4","2","5","5","5","4","4","2","4","1","4","2","2","1","2","5","5","2","21","3","23","9","21","d5d9797265af3551","39GHHAVOMFR9SQTTZCL60FGUPHS4J4","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","false"
"565","2018-03-21 13:28:45","2018-03-21 13:38:26","0","1a7dfd0bceab8d11","100","581","1","2018-03-21 13:38:27","R_1DpzDfM0cCE9DPn","","","","","40.583297729492","-73.924003601074","anonymous","EN","0","0","5.842","0","35.701","35.701","38.308","1","0","0","11.887","0","1","30","5","2","3","3","2","28","3","5","6","1","3","4","5","6","1","5","1","6","2","5","5","4","3","5","2","4","2","4","2","3","1","3","4","3","3","24","3","23","14","22","6d0dbc3571912dce","3QJOXOW4XJRHL0W7RFABPTK26ZGMET","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","false"
"566","2018-03-21 13:36:25","2018-03-21 13:38:45","0","c0718ee57dc1e570","100","139","1","2018-03-21 13:38:45","R_3fUBNvpyduXvrBc","","","","","40.761596679688","-73.794898986816","anonymous","EN","0","0","3.974","0","5.509","5.63","6.015","2","0","0","5.868","0","1","28","1","3","4","1","2","9","1","6","6","1","6","1","5","6","2","6","1","5","2","5","2","5","4","5","3","4","4","3","2","1","1","1","6","6","3","30","4","19","5","25","6c3efbb774345e11","3FTF2T8WLRIWVGZ4N60C6DLID43W99","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"567","2018-03-21 13:36:34","2018-03-21 13:38:52","0","40408bf084160a4f","100","137","1","2018-03-21 13:38:52","R_0UvlAkhGm56RVwB","","","","","33.903305053711","-83.330596923828","anonymous","EN","0","0","4.214","0","0","0","6.85","0","0","0","6.219","0","1","25","1","6","1","2","2","22","5","6","6","1","5","1","5","6","1","6","1","4","3","6","5","4","4","4","2","4","3","4","2","2","1","1","6","5","3","25","4","21","7","20","08061303f7d9937c","3FIJLY1B6U4FCHTGE6M9OFZXN68PFE","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"568","2018-03-21 13:34:50","2018-03-21 13:39:05","0","e4ab97c5c9d7a3f4","100","255","1","2018-03-21 13:39:05","R_1FrfF17MsbpspBt","","","","","21.409393310547","-157.89819335938","anonymous","EN","0","0","6.233","0","0","0","7.356","0","0","0","7.414","0","2","33","5","4","8","5","9","20","6","6","6","1","5","1","5","6","2","6","1","5","1","6","1","6","4","4","4","3","3","3","2","1","1","1","6","6","3","24","4","17","5","29","5ed2764f789bbf03","3JWH6J9I9SDPWF5NTPNL103H8SANBR","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"569","2018-03-21 13:36:11","2018-03-21 13:39:13","0","fab68192939331e4","100","181","1","2018-03-21 13:39:13","R_2dhxBJCyi46w9wg","","","","","37.396102905273","-121.96170043945","anonymous","EN","1.973","1.973","4.214","1","0","0","6.105","0","0","0","10.185","0","2","39","1","6","1","5","3","50","4","5","4","2","4","4","5","4","4","4","2","6","2","5","4","6","4","4","4","2","4","3","2","3","2","3","4","4","3","21","4","15","14","25","117d267f466aa724","36W0OB37HWET4HMSW58BIYDODKSZH7","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"570","2018-03-21 13:36:20","2018-03-21 13:39:23","0","04db9c785426823e","100","183","1","2018-03-21 13:39:23","R_24GCL8Hyb5b2lfy","","","","","35.193603515625","-79.461303710938","anonymous","EN","0","0","5.215","0","0","0","8.514","0","0","0","12.555","0","2","56","1","6","5","1","2","0","1","6","6","1","6","1","5","6","1","6","1","6","1","5","1","6","4","5","6","1","3","1","2","1","1","1","6","6","3","30","4","12","5","29","64117702deab90a3","3AWETUDC92ST0CXC2NQWIAE3DX7ZI0","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"571","2018-03-21 13:36:26","2018-03-21 13:39:40","0","896fd33ec2707965","100","193","1","2018-03-21 13:39:40","R_4UYMn5B8PfAsFLr","","","","","41.850006103516","-87.650001525879","anonymous","EN","0","0","3.971","0","0","0","5.871","0","0","0","10.947","0","1","31","1","3","5","6","3","13","1","6","6","1","6","1","5","6","1","6","1","6","1","6","1","6","4","1","2","1","6","1","2","1","1","1","6","6","3","30","4","9","5","30","c33da3121e92f4e6","3NPFYT4IZC4QZQR2BH280DLCQKHXG9","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"572","2018-03-21 13:37:49","2018-03-21 13:39:59","0","8f2a29b7a86da1ac","100","129","1","2018-03-21 13:39:59","R_2QxjmtdNwXi8tYu","","","","","21.29670715332","-157.84979248047","anonymous","EN","0","0","3.935","0","0","0","5.56","0","0","0","9.993","0","1","33","5","4","1","6","2","32","1","6","6","1","6","1","5","6","1","6","1","6","1","5","1","6","4","4","3","4","3","5","2","1","1","1","6","5","3","30","4","21","6","29","de6eb908fc4753a9","32ZKVD547FNISBCDB636SM5B3CP3BZ","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"573","2018-03-21 13:36:55","2018-03-21 13:40:03","0","e6ea121cd3de2da0","100","187","1","2018-03-21 13:40:03","R_1LiiDgNxb0iJZgJ","","","","","32.861999511719","-96.592597961426","anonymous","EN","0","0","5.701","0","0","0","8.58","0","0","0","13.492","0","2","27","1","4","3","3","2","16","2","5","5","2","4","2","5","5","3","5","2","4","3","4","3","4","4","4","4","3","2","3","2","3","2","3","4","3","3","24","4","18","15","20","6ddf9247ad82a012","388U7OUMF719RQU5OG7DQ3C8IM70RD","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"574","2018-03-21 13:37:48","2018-03-21 13:40:15","0","5748c18f9060239c","100","147","1","2018-03-21 13:40:16","R_2SCSte7m01brw5M","","","","","37.84489440918","-122.23759460449","anonymous","EN","0","0","4.079","0","0","0","6.458","0","0","0","10.578","0","1","27","1","6","1","5","9","27","1","6","6","1","5","1","5","6","1","6","1","6","2","5","6","6","4","6","2","4","4","4","2","1","1","1","6","6","3","29","4","22","5","23","5f7d88b5c5afcdbf","3PQ8K71NHXKDTM66E7IKKJZBR4WAA7","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"575","2018-03-21 13:38:18","2018-03-21 13:40:29","0","48dfb2cfe110578c","100","131","1","2018-03-21 13:40:30","R_2z6XWVnFbt8gMsY","","","","","33.866104125977","-118.05279541016","anonymous","EN","4.036","4.036","4.406","1","0","0","6.569","0","0","0","6.114","0","2","24","5","6","1","4","2","50","5","6","5","1","6","2","5","6","2","6","2","5","4","5","4","4","4","2","6","5","6","5","2","2","2","2","4","4","3","25","4","14","12","20","839923d22dac6e37","3P529IW9KYLPLWEIMET27YQDIW6FL5","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"576","2018-03-21 13:22:22","2018-03-21 13:40:39","0","956d1289400d3c62","100","1096","1","2018-03-21 13:40:39","R_3JDUFwebZ7VzNx0","","","","","42.521697998047","21.125793457031","anonymous","EN","8.845","8.845","21.675","1","4.533","4.533","31.173","1","4.085","4.085","29.38","1","1","39","1","6","1","2","9","19","3","3","3","5","6","5","5","3","3","3","5","3","6","4","5","4","4","4","6","5","5","2","2","4","6","6","2","1","3","18","4","14","27","14","b19314b8b5dc4d04","36NEMU28XFDB20IYCF4HBZR2D3KMW8","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"577","2018-03-21 13:36:19","2018-03-21 13:40:54","0","06c6093a3ac2ac83","100","274","1","2018-03-21 13:40:55","R_2BxNAZcgRhJxUtH","","","","","34.495407104492","-117.36859893799","anonymous","EN","0","0","4.62","0","0","0","6.662","0","0","0","12.157","0","1","56","1","3","3","2","1","70","2","6","6","1","5","1","5","6","4","6","1","6","2","4","2","5","4","4","6","5","2","4","2","3","2","3","4","2","3","28","4","19","16","25","c66e9193591224e5","3SKRO2GZ71RNBB2SUF2G3W94SMK1KP","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"578","2018-03-21 13:34:48","2018-03-21 13:40:56","0","1338092cf2fce39c","100","367","1","2018-03-21 13:40:56","R_3Ph4NPFv0UDOcwk","","","","","33.810806274414","-117.91690063477","anonymous","EN","0","0","4.351","0","0","0","6.014","0","0","0","5.679","0","1","26","2","3","1","3","9","46","5","4","5","4","4","6","5","4","5","4","3","3","3","5","4","4","4","5","4","5","3","4","2","2","2","2","4","4","3","18","4","21","12","19","c24e624ebdf3ede9","3A0EX8ZRN8OJ8E910RWWIG1OCDJYBZ","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"579","2018-03-21 13:39:03","2018-03-21 13:40:56","0","50cc1540c7c5e482","100","113","1","2018-03-21 13:40:57","R_1HjxbyJq2JkJTOU","","","","","38.785095214844","-77.286598205566","anonymous","EN","0","0","3.71","0","2.837","2.837","5.765","1","1.401","1.401","6.028","1","1","24","1","4","1","4","9","81","5","5","5","3","2","2","5","5","2","5","2","5","1","6","1","6","4","6","2","4","1","5","2","1","1","1","6","6","3","18","4","26","5","29","98d82b8ff3b7494d","35USIKEBNRGJQ3OSXY6DQKHPUR06NQ","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"580","2018-03-21 13:36:28","2018-03-21 13:41:02","0","2a3e3e2003828781","100","273","1","2018-03-21 13:41:02","R_31ou0QFV6OTyUGU","","","","","34.613006591797","-82.949203491211","anonymous","EN","0","0","5.329","0","0","0","29.988","0","0","0","7.875","0","2","42","1","2","2","1","1","100","4","5","4","4","3","5","5","4","6","4","3","1","6","5","3","1","4","6","6","5","2","6","2","6","6","6","1","1","3","18","4","23","30","12","68e8807217029267","3MAOD8E57QAW9I8OYLF3QXU9RVYXNA","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"581","2018-03-21 13:39:29","2018-03-21 13:41:09","0","08276ba19dd38212","100","100","1","2018-03-21 13:41:09","R_3knUldUEU0aabhc","","","","","43.151794433594","-77.58519744873","anonymous","EN","0","0","4.35","0","6.106","6.106","6.717","1","0","0","6.816","0","1","26","2","4","1","4","10","50","2","3","3","3","4","4","5","4","3","3","4","4","3","2","3","3","4","2","4","3","3","3","2","3","4","4","4","5","3","19","4","15","16","17","8a25e79ddf352d26","33M4IA01QG1HOG0GRSWKZHZJSSPRXU","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"582","2018-03-21 13:35:22","2018-03-21 13:41:56","0","a49d3dcdaaa9538b","100","394","1","2018-03-21 13:41:57","R_2YRNynEkMTzQXoG","","","","","38.691101074219","-77.206001281738","anonymous","EN","8.856","9.714","10.001","2","0","0","6.354","0","10.393","10.393","16.871","1","1","31","2","3","1","2","2","15","1","6","6","1","6","1","5","6","1","6","1","6","1","5","3","6","4","6","5","4","2","5","2","1","1","1","6","6","2","30","3","22","5","27","0e093231c3d22b19","3DY4FPOOA1OPKRVLRDV2BW2YCH7RVH","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","false"
"583","2018-03-21 13:38:29","2018-03-21 13:42:16","0","f1f7d2d5eb5b4461","100","227","1","2018-03-21 13:42:17","R_2zG8CoBIige7sNf","","","","","41.400695800781","-84.133102416992","anonymous","EN","0","0","6.094","0","0","0","10.918","0","0","0","14.63","0","2","50","1","3","3","4","2","0","2","6","5","2","1","5","5","5","4","4","2","6","1","6","3","6","4","5","2","2","1","3","2","1","1","1","4","6","3","22","4","21","7","28","90d8cd29ef9d37fd","3EA3QWIZ4IVXE0ODWV1EWMDMS1MIT4","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"584","2018-03-21 13:39:30","2018-03-21 13:42:52","0","1b1d97e5ca61b614","100","202","1","2018-03-21 13:42:53","R_2BA5tcwALhIETYi","","","","","39.833099365234","-86.174697875977","anonymous","EN","8.152","8.152","9.303","1","0","0","11.095","0","0","0","16.831","0","2","52","1","6","1","3","2","0","1","6","6","6","1","1","5","6","5","6","1","6","1","6","1","6","4","6","3","2","1","5","2","1","1","1","6","6","3","20","4","23","5","30","46c218e7fb75c33e","3D3VGR7TA0F58IT273PWS1AFLYSR30","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
"585","2018-03-21 13:40:27","2018-03-21 13:43:06","0","ec678359e31b2bc0","100","159","1","2018-03-21 13:43:06","R_2atVmDHLkv9zfKd","","","","","41.920593261719","-87.701698303223","anonymous","EN","0","0","3.791","0","0","0","9.914","0","0","0","17.136","0","1","26","1","6","1","5","3","100","1","6","6","3","6","2","5","6","2","6","1","5","5","6","2","5","4","5","5","1","5","1","2","3","3","4","1","2","3","28","4","11","21","23","42a3aa66613c4d51","352YTHGROVDD1KY3BCILO20FCPR4H2","3M4KL7H8KVNDQCJ9293D5T9ZPAF61Q","3","$0.40","true"
